id,occurred_at,district,region,severity,latitude,longitude,accident_type,casualties,vehicles_involved,weather,source
2740,12/3/2022 1:55,Sokal,Lvivska,2,46.281347,27.737271,other,1,2,rain,OSM
2741,5/16/2024 22:17,Lviv,Lvivska,1,48.841181,37.028746,other,2,3,storm,Opendatabot
2742,8/7/2024 9:26,Vinnytsia,Vinnytska,3,49.581063,36.360937,pedestrian,0,4,clear,Telegram
2743,3/31/2024 23:31,Lozova,Kharkivska,3,50.504449,26.826018,hit_and_run,4,3,fog,Opendatabot
2744,1/29/2020 15:20,Kharkiv,Kharkivska,3,46.416542,28.628495,hit_and_run,1,4,storm,OSM
2745,10/5/2020 6:15,Bilhorod-Dnistrovskyi,Odeska,1,46.855072,25.136098,hit_and_run,0,4,rain,Telegram
2746,9/16/2019 14:07,Lviv,Lvivska,2,47.582775,36.124761,other,2,4,fog,OSM
2747,3/7/2024 10:50,Berehove,Zakarpatska,1,45.339056,36.042498,collision,4,3,snow,OSM
2748,8/9/2024 17:23,Odesa,Odeska,1,45.985427,31.030654,pedestrian,3,4,fog,OSM
2749,7/29/2025 22:31,Chuhuiv,Kharkivska,1,48.536227,36.110059,other,5,2,snow,Opendatabot
2750,7/4/2019 1:22,Vinnytsia,Vinnytska,1,48.69511,33.349676,pedestrian,3,4,snow,Telegram
2751,10/29/2019 6:07,Vinnytsia,Vinnytska,3,46.197355,22.875264,collision,1,4,clear,OSM
2752,4/26/2025 16:10,Odesa,Odeska,1,44.79768,27.128455,pedestrian,1,1,clear,Telegram
2753,5/4/2023 17:30,Lviv,Lvivska,3,46.371007,29.777058,collision,3,2,storm,Opendatabot
2754,3/12/2021 5:41,Odesa,Odeska,1,48.440032,26.184293,rollover,2,1,rain,OSM
2755,8/15/2023 21:18,Chuhuiv,Kharkivska,1,46.846507,23.703922,collision,4,1,rain,Telegram
2756,9/22/2024 23:25,Bilhorod-Dnistrovskyi,Odeska,3,47.103121,26.949773,hit_and_run,1,4,clear,Opendatabot
2757,12/17/2025 13:55,Chuhuiv,Kharkivska,2,47.942047,33.5378,collision,0,4,clear,Opendatabot
2758,11/11/2020 16:04,Zolochiv,Lvivska,3,45.933564,35.691512,collision,4,4,fog,OSM
2759,5/12/2023 16:57,Zolochiv,Lvivska,2,51.488607,26.481651,pedestrian,3,1,snow,Opendatabot
2760,7/24/2022 8:56,Zolochiv,Lvivska,3,49.542662,23.72356,other,1,2,rain,OSM
2761,10/11/2023 5:46,Haisyn,Vinnytska,1,48.885663,27.862544,collision,5,3,storm,OSM
2762,9/21/2025 8:25,Obukhiv,Kyivska,3,48.71102,32.935254,hit_and_run,3,4,rain,Opendatabot
2763,7/17/2020 11:08,Novomoskovsk,Dniprovska,2,47.990261,38.152316,hit_and_run,3,3,clear,OSM
2764,1/15/2023 2:09,Brovary,Kyivska,1,51.426017,26.515386,hit_and_run,5,1,fog,OSM
2765,9/27/2022 7:25,Kharkiv,Kharkivska,1,49.614424,24.914536,hit_and_run,0,4,storm,Opendatabot
2766,4/30/2019 9:58,Vinnytsia,Vinnytska,3,44.285938,35.73819,rollover,0,2,fog,Opendatabot
2767,11/3/2025 4:28,Kharkiv,Kharkivska,3,46.900103,33.530265,hit_and_run,4,3,snow,OSM
2768,12/29/2020 2:38,Bilhorod-Dnistrovskyi,Odeska,1,47.009682,22.616875,rollover,0,1,snow,Telegram
2769,7/31/2022 19:22,Brovary,Kyivska,3,50.947071,24.938578,pedestrian,4,3,clear,OSM
2770,12/21/2021 16:56,Chuhuiv,Kharkivska,3,50.373132,26.725643,other,2,1,storm,OSM
2771,5/19/2023 11:43,Dnipro,Dniprovska,3,51.753596,24.104818,hit_and_run,5,1,rain,OSM
2772,8/11/2021 7:28,Vinnytsia,Vinnytska,1,45.565967,25.971645,hit_and_run,4,1,storm,Opendatabot
2773,1/23/2019 3:59,Dnipro,Dniprovska,1,49.280766,22.26126,collision,0,2,storm,OSM
2774,2/2/2023 5:26,Chuhuiv,Kharkivska,2,49.684806,26.64833,pedestrian,4,3,snow,Telegram
2775,6/22/2022 0:49,Bilhorod-Dnistrovskyi,Odeska,3,50.931295,39.336536,other,3,3,snow,Telegram
2776,11/22/2025 11:53,Obukhiv,Kyivska,3,45.941157,27.459554,other,0,3,clear,Opendatabot
2777,10/6/2024 15:02,Chuhuiv,Kharkivska,2,47.029825,32.516947,other,1,1,clear,OSM
2778,10/11/2021 7:49,Mukachevo,Zakarpatska,2,51.053896,35.011374,other,4,2,fog,OSM
2779,1/18/2024 5:45,Kamianske,Dniprovska,3,46.751846,32.340079,pedestrian,5,1,snow,Opendatabot
2780,5/10/2019 8:25,Brovary,Kyivska,1,47.124115,33.467418,collision,0,1,rain,Opendatabot
2781,7/20/2022 15:09,Lozova,Kharkivska,2,51.050184,29.59246,pedestrian,5,1,snow,Telegram
2782,11/23/2019 19:33,Zhmerynka,Vinnytska,2,50.035636,33.048964,pedestrian,0,4,fog,OSM
2783,12/3/2021 1:00,Brovary,Kyivska,3,44.830415,34.232905,other,5,1,rain,OSM
2784,1/1/2025 14:41,Chornomorsk,Odeska,2,52.046535,30.386451,hit_and_run,3,4,clear,Telegram
2785,11/16/2019 20:07,Lozova,Kharkivska,3,45.497988,24.640369,pedestrian,5,2,storm,Telegram
2786,5/30/2019 16:19,Berehove,Zakarpatska,3,45.84907,29.446196,other,1,4,storm,Opendatabot
2787,2/20/2024 13:29,Mukachevo,Zakarpatska,1,46.11694,22.865033,hit_and_run,4,4,fog,Opendatabot
2788,12/27/2021 8:01,Lviv,Lvivska,2,46.043177,32.784959,pedestrian,1,2,clear,Telegram
2789,4/1/2022 3:57,Kamianske,Dniprovska,3,48.033057,23.064122,other,4,2,storm,OSM
2790,11/3/2023 2:58,Chuhuiv,Kharkivska,1,50.459752,23.241655,other,0,2,rain,OSM
2791,6/21/2025 22:13,Chornomorsk,Odeska,2,52.286243,33.204166,collision,4,3,rain,Telegram
2792,5/26/2024 0:26,Novomoskovsk,Dniprovska,1,44.289839,39.34257,pedestrian,0,3,fog,Opendatabot
2793,4/25/2023 22:02,Brovary,Kyivska,3,51.361907,38.676162,other,2,3,storm,Opendatabot
2794,9/10/2025 7:13,Sokal,Lvivska,3,49.88392,33.316369,rollover,5,2,clear,OSM
2795,7/12/2022 10:19,Obukhiv,Kyivska,3,45.841917,25.305518,rollover,4,3,storm,Telegram
2796,11/15/2020 20:04,Sokal,Lvivska,1,49.876649,29.008767,collision,3,2,rain,Telegram
2797,3/13/2020 0:22,Obukhiv,Kyivska,3,45.662466,24.506564,pedestrian,3,1,fog,Telegram
2798,6/2/2022 18:47,Lozova,Kharkivska,1,47.173771,23.18861,pedestrian,5,3,snow,Opendatabot
2799,5/26/2025 8:32,Kharkiv,Kharkivska,1,44.899727,31.14069,collision,3,4,storm,Telegram
2800,11/14/2023 23:46,Haisyn,Vinnytska,2,51.858606,23.381955,pedestrian,4,2,rain,Opendatabot
2801,5/27/2019 14:47,Zolochiv,Lvivska,2,50.332863,25.352785,hit_and_run,3,2,clear,Opendatabot
2802,2/13/2025 18:32,Irpin,Kyivska,1,45.289358,26.283214,pedestrian,0,1,rain,Opendatabot
2803,11/2/2020 7:13,Lozova,Kharkivska,1,45.325651,30.450553,collision,4,1,rain,Telegram
2804,2/8/2021 21:40,Kamianske,Dniprovska,1,46.949221,28.91832,other,5,3,clear,OSM
2805,11/13/2021 16:53,Berehove,Zakarpatska,2,45.906838,32.426373,collision,1,2,fog,Opendatabot
2806,2/8/2021 4:06,Haisyn,Vinnytska,2,45.357105,31.690429,pedestrian,2,3,fog,OSM
2807,3/22/2024 10:21,Lozova,Kharkivska,3,49.118084,22.391763,collision,2,2,clear,Telegram
2808,9/4/2021 20:27,Zolochiv,Lvivska,3,45.348584,23.501253,collision,0,2,snow,OSM
2809,9/4/2020 13:31,Sokal,Lvivska,1,50.170013,26.604232,rollover,1,2,rain,Telegram
2810,11/27/2019 12:02,Brovary,Kyivska,3,44.046989,28.278611,pedestrian,5,4,fog,Telegram
2811,10/11/2021 13:49,Uzhhorod,Zakarpatska,2,44.68388,34.850355,collision,2,2,storm,OSM
2812,2/9/2025 8:42,Kharkiv,Kharkivska,3,50.625203,29.285029,rollover,0,1,fog,OSM
2813,3/6/2023 11:21,Mukachevo,Zakarpatska,2,44.285425,23.432677,pedestrian,2,3,rain,OSM
2814,1/26/2022 1:09,Odesa,Odeska,1,45.594903,28.176573,rollover,1,4,fog,OSM
2815,1/1/2021 19:25,Lozova,Kharkivska,3,44.309752,30.553698,collision,1,3,snow,OSM
2816,5/13/2025 5:48,Vinnytsia,Vinnytska,1,47.890371,33.519287,hit_and_run,3,1,storm,Telegram
2817,1/5/2023 6:09,Haisyn,Vinnytska,1,45.348406,37.552248,other,5,2,rain,Telegram
2818,12/18/2020 15:03,Chornomorsk,Odeska,1,47.396871,27.733043,other,4,3,fog,Opendatabot
2819,6/17/2021 14:50,Irpin,Kyivska,1,46.222471,28.819141,hit_and_run,1,2,clear,Telegram
2820,4/5/2022 11:16,Haisyn,Vinnytska,1,46.348464,22.346727,rollover,4,1,snow,Opendatabot
2821,8/10/2019 16:21,Novomoskovsk,Dniprovska,2,51.710551,28.263793,pedestrian,4,4,fog,OSM
2822,2/11/2023 23:21,Sokal,Lvivska,3,47.923724,32.738771,rollover,2,4,storm,OSM
2823,1/7/2019 3:40,Zhmerynka,Vinnytska,3,45.626858,22.159867,hit_and_run,2,1,snow,Telegram
2824,9/7/2019 0:20,Haisyn,Vinnytska,3,48.212282,38.716592,hit_and_run,2,3,snow,OSM
2825,2/2/2024 18:17,Brovary,Kyivska,3,47.716686,29.292327,rollover,0,2,rain,Opendatabot
2826,8/20/2019 9:39,Vinnytsia,Vinnytska,3,45.527142,29.18435,hit_and_run,4,1,clear,OSM
2827,7/25/2021 23:06,Lviv,Lvivska,1,45.983029,35.059138,pedestrian,0,1,fog,OSM
2828,2/16/2025 11:47,Lozova,Kharkivska,1,44.575905,26.051993,other,5,1,snow,Opendatabot
2829,1/26/2022 14:00,Bilhorod-Dnistrovskyi,Odeska,1,51.665794,32.036063,hit_and_run,4,1,storm,Opendatabot
2830,12/15/2022 18:05,Mukachevo,Zakarpatska,2,48.965402,31.123216,hit_and_run,4,2,rain,OSM
2831,1/16/2024 8:37,Sokal,Lvivska,2,47.835618,25.939947,hit_and_run,0,2,rain,Telegram
2832,9/12/2020 12:03,Odesa,Odeska,1,50.10711,24.887645,other,2,3,clear,OSM
2833,8/8/2021 1:08,Zhmerynka,Vinnytska,2,48.252279,35.765705,other,3,3,snow,Opendatabot
2834,7/1/2019 22:12,Mukachevo,Zakarpatska,1,50.14231,32.984386,other,5,2,clear,Opendatabot
2835,7/22/2019 23:26,Lviv,Lvivska,1,49.098673,27.025107,pedestrian,3,4,storm,Telegram
2836,3/16/2019 13:55,Zolochiv,Lvivska,2,49.21899,36.496268,rollover,5,2,storm,OSM
2837,10/21/2022 9:43,Novomoskovsk,Dniprovska,3,51.54009,35.551376,collision,4,2,fog,Opendatabot
2838,12/5/2025 16:11,Lozova,Kharkivska,1,50.131545,31.680825,collision,0,1,fog,OSM
2839,5/30/2023 6:02,Kharkiv,Kharkivska,1,51.223035,28.163785,hit_and_run,5,4,fog,Telegram
2840,10/30/2019 14:48,Novomoskovsk,Dniprovska,3,47.848965,31.922174,other,2,1,fog,OSM
2841,5/2/2020 13:39,Obukhiv,Kyivska,3,50.203529,31.233738,pedestrian,4,2,storm,Telegram
2842,12/23/2022 9:39,Mukachevo,Zakarpatska,3,45.347933,36.137522,rollover,5,3,fog,OSM
2843,1/7/2020 22:35,Chuhuiv,Kharkivska,3,44.446173,31.210753,other,4,3,storm,Telegram
2844,10/11/2020 11:18,Vinnytsia,Vinnytska,3,44.641233,25.914847,pedestrian,0,3,storm,Opendatabot
2845,6/6/2022 9:02,Haisyn,Vinnytska,1,46.500296,31.398481,collision,5,4,snow,OSM
2846,1/28/2020 0:35,Uzhhorod,Zakarpatska,1,44.571437,39.397716,rollover,5,3,rain,Opendatabot
2847,12/5/2019 14:00,Lviv,Lvivska,3,47.855622,30.229346,collision,2,4,clear,Opendatabot
2848,4/4/2019 3:57,Mukachevo,Zakarpatska,3,49.459786,32.234461,rollover,5,3,rain,OSM
2849,3/18/2024 9:55,Zhmerynka,Vinnytska,1,52.20824,35.444931,pedestrian,5,2,snow,OSM
2850,12/1/2024 17:15,Zolochiv,Lvivska,2,50.739279,32.086131,hit_and_run,0,1,rain,Telegram
2851,7/7/2025 14:45,Irpin,Kyivska,2,50.907277,29.322978,collision,5,1,clear,Telegram
2852,6/12/2022 18:44,Haisyn,Vinnytska,2,47.312313,27.010514,rollover,3,1,clear,Telegram
2853,10/6/2020 7:24,Vinnytsia,Vinnytska,2,51.779552,31.432619,collision,2,3,storm,OSM
2854,2/16/2021 3:19,Kharkiv,Kharkivska,1,45.730229,25.130808,pedestrian,1,3,clear,OSM
2855,7/19/2022 0:12,Obukhiv,Kyivska,1,51.863383,29.800583,other,0,1,snow,Telegram
2856,1/30/2021 19:53,Haisyn,Vinnytska,2,46.997236,37.923169,pedestrian,0,2,fog,OSM
2857,1/15/2024 2:45,Haisyn,Vinnytska,2,46.170122,28.870831,other,2,4,fog,Opendatabot
2858,12/2/2024 13:21,Kamianske,Dniprovska,2,44.586626,25.198668,pedestrian,4,4,fog,Telegram
2859,3/15/2023 7:56,Berehove,Zakarpatska,3,49.731441,36.618721,other,2,2,rain,OSM
2860,7/18/2022 8:11,Dnipro,Dniprovska,3,50.611073,22.610565,collision,0,4,rain,Opendatabot
2861,10/8/2025 16:45,Kamianske,Dniprovska,3,44.089806,36.084999,hit_and_run,5,4,fog,Opendatabot
2862,2/27/2019 3:47,Chornomorsk,Odeska,2,50.180219,28.74447,pedestrian,1,3,clear,OSM
2863,12/11/2024 22:58,Bilhorod-Dnistrovskyi,Odeska,2,50.402253,25.662585,collision,3,3,snow,OSM
2864,1/15/2025 20:48,Haisyn,Vinnytska,3,44.200063,37.389972,other,1,3,storm,OSM
2865,11/26/2024 5:39,Odesa,Odeska,2,47.262269,32.790863,rollover,2,2,clear,Telegram
2866,6/26/2023 11:01,Chuhuiv,Kharkivska,2,51.742081,23.088024,pedestrian,0,1,fog,Opendatabot
2867,12/29/2022 12:01,Irpin,Kyivska,3,44.14764,26.221781,collision,5,2,storm,OSM
2868,3/27/2025 15:25,Irpin,Kyivska,1,48.547007,31.62064,collision,2,2,clear,Telegram
2869,6/30/2023 0:02,Chornomorsk,Odeska,2,51.924352,38.099943,other,4,2,storm,Opendatabot
2870,10/1/2022 14:27,Sokal,Lvivska,3,47.80048,27.114134,other,5,4,rain,Telegram
2871,10/1/2022 17:47,Novomoskovsk,Dniprovska,1,49.398366,24.505957,pedestrian,5,3,clear,Opendatabot
2872,1/1/2025 18:57,Lozova,Kharkivska,1,48.4055,31.252344,pedestrian,1,2,fog,Opendatabot
2873,12/29/2024 15:51,Mukachevo,Zakarpatska,2,49.406362,29.080169,pedestrian,3,3,snow,Opendatabot
2874,12/3/2020 5:27,Bilhorod-Dnistrovskyi,Odeska,1,51.113842,30.036085,other,5,4,storm,Telegram
2875,3/7/2019 11:43,Vinnytsia,Vinnytska,3,52.053586,30.890604,hit_and_run,1,2,storm,Telegram
2876,4/11/2019 18:13,Zhmerynka,Vinnytska,2,47.103416,37.757417,other,2,3,clear,OSM
2877,3/5/2020 6:51,Novomoskovsk,Dniprovska,2,49.406606,35.156374,hit_and_run,1,2,clear,Telegram
2878,1/11/2022 9:04,Kamianske,Dniprovska,1,51.036826,25.246341,collision,3,4,storm,Opendatabot
2879,9/18/2019 2:34,Novomoskovsk,Dniprovska,3,44.715388,32.568908,hit_and_run,2,2,clear,OSM
2880,8/4/2025 2:07,Irpin,Kyivska,3,49.085729,38.038072,collision,5,1,snow,Telegram
2881,7/4/2022 15:56,Obukhiv,Kyivska,3,45.130429,28.652718,collision,5,3,fog,Telegram
2882,1/14/2022 14:29,Lviv,Lvivska,1,44.303807,37.503962,collision,5,3,rain,Opendatabot
2883,9/6/2024 14:04,Dnipro,Dniprovska,3,45.807019,23.86065,rollover,5,4,storm,Opendatabot
2884,12/9/2022 20:00,Lviv,Lvivska,3,47.524201,38.030577,pedestrian,5,4,clear,Opendatabot
2885,6/7/2023 20:52,Vinnytsia,Vinnytska,1,52.29308,31.345107,other,3,2,storm,Opendatabot
2886,10/15/2021 2:14,Lozova,Kharkivska,1,48.654488,38.916581,pedestrian,1,2,clear,Opendatabot
2887,5/22/2023 12:41,Chornomorsk,Odeska,3,48.171565,24.683556,collision,1,4,fog,Opendatabot
2888,12/10/2020 6:27,Obukhiv,Kyivska,2,45.863253,33.61962,rollover,5,3,storm,Telegram
2889,7/12/2024 14:51,Lozova,Kharkivska,3,52.366723,33.62717,collision,1,2,fog,Opendatabot
2890,5/29/2020 6:53,Chuhuiv,Kharkivska,3,51.744931,32.759885,collision,2,4,storm,Telegram
2891,10/23/2024 13:27,Chuhuiv,Kharkivska,3,46.867435,35.358005,pedestrian,2,1,clear,Opendatabot
2892,7/16/2019 4:26,Uzhhorod,Zakarpatska,3,49.268981,24.730959,hit_and_run,3,2,fog,OSM
2893,10/25/2024 14:56,Berehove,Zakarpatska,3,46.806974,31.056391,collision,3,1,clear,OSM
2894,2/20/2024 14:25,Lviv,Lvivska,2,47.149125,35.273849,rollover,2,4,storm,Opendatabot
2895,9/13/2025 19:53,Lozova,Kharkivska,1,46.163087,30.234806,rollover,1,2,rain,OSM
2896,1/3/2020 6:22,Lviv,Lvivska,1,52.210562,25.496328,hit_and_run,5,2,rain,Opendatabot
2897,10/3/2019 19:13,Kharkiv,Kharkivska,2,45.851957,29.252876,collision,2,1,fog,OSM
2898,4/11/2021 5:33,Bilhorod-Dnistrovskyi,Odeska,3,48.877045,35.90908,rollover,0,3,storm,Telegram
2899,2/8/2025 8:02,Bilhorod-Dnistrovskyi,Odeska,1,52.426053,31.320505,rollover,2,4,clear,Telegram
2900,8/12/2020 2:10,Lviv,Lvivska,2,49.845305,33.691588,rollover,0,2,rain,Telegram
2901,12/10/2022 10:22,Berehove,Zakarpatska,3,50.562568,23.596813,rollover,3,1,clear,Opendatabot
2902,7/25/2022 22:06,Berehove,Zakarpatska,1,45.950687,24.906217,pedestrian,3,2,snow,Opendatabot
2903,1/7/2023 21:09,Lviv,Lvivska,2,50.174873,31.268938,hit_and_run,5,1,fog,Telegram
2904,6/24/2021 18:32,Sokal,Lvivska,2,50.148363,38.274339,hit_and_run,5,1,storm,Telegram
2905,5/29/2020 16:29,Obukhiv,Kyivska,3,49.23985,34.214731,rollover,3,1,rain,Telegram
2906,6/15/2021 0:34,Dnipro,Dniprovska,2,46.007525,23.536094,hit_and_run,1,3,snow,Opendatabot
2907,3/1/2023 11:09,Obukhiv,Kyivska,3,45.78816,37.792315,other,4,4,fog,OSM
2908,6/10/2025 23:43,Kamianske,Dniprovska,2,52.221066,35.902005,pedestrian,4,3,rain,OSM
2909,5/18/2019 16:10,Lozova,Kharkivska,1,45.295142,27.470764,other,5,1,storm,OSM
2910,9/27/2025 15:27,Uzhhorod,Zakarpatska,1,51.572305,27.769445,rollover,2,4,fog,OSM
2911,6/28/2019 20:21,Novomoskovsk,Dniprovska,2,47.404542,33.717121,hit_and_run,5,3,storm,Telegram
2912,8/4/2022 14:10,Zolochiv,Lvivska,3,48.487659,32.707601,other,2,4,fog,OSM
2913,2/1/2021 1:25,Odesa,Odeska,3,49.427203,34.378949,collision,0,1,storm,Opendatabot
2914,6/12/2022 21:02,Brovary,Kyivska,1,52.213895,30.346808,hit_and_run,3,1,rain,Telegram
2915,10/13/2023 6:15,Zhmerynka,Vinnytska,1,46.044521,37.185484,rollover,2,1,fog,Telegram
2916,12/9/2023 18:56,Vinnytsia,Vinnytska,2,52.195648,36.920779,rollover,2,1,snow,OSM
2917,7/20/2020 13:14,Haisyn,Vinnytska,1,50.83308,38.306499,collision,1,4,storm,Telegram
2918,12/9/2020 8:43,Mukachevo,Zakarpatska,2,52.401689,37.108442,hit_and_run,4,1,fog,Telegram
2919,4/11/2023 18:32,Mukachevo,Zakarpatska,1,51.454539,22.700818,pedestrian,4,1,rain,Telegram
2920,11/7/2020 19:19,Lozova,Kharkivska,2,47.401122,31.100274,collision,1,3,clear,Telegram
2921,12/26/2024 18:56,Zolochiv,Lvivska,2,51.210957,22.265546,hit_and_run,1,3,rain,OSM
2922,12/7/2019 22:04,Brovary,Kyivska,2,44.928961,38.598948,pedestrian,1,1,clear,Opendatabot
2923,1/18/2025 12:17,Novomoskovsk,Dniprovska,3,48.898463,29.034657,pedestrian,1,1,fog,OSM
2924,9/27/2023 1:05,Brovary,Kyivska,3,51.650594,25.114941,rollover,4,4,storm,OSM
2925,1/11/2022 2:49,Chuhuiv,Kharkivska,1,44.841058,24.604172,rollover,4,3,rain,Opendatabot
2926,12/3/2022 15:13,Odesa,Odeska,1,48.47395,29.184002,hit_and_run,4,1,storm,Telegram
2927,4/5/2019 21:06,Zhmerynka,Vinnytska,2,49.033476,32.246387,hit_and_run,4,1,clear,OSM
2928,9/13/2019 22:16,Irpin,Kyivska,1,48.206928,23.890692,pedestrian,3,3,storm,Opendatabot
2929,1/23/2024 7:12,Brovary,Kyivska,3,45.919879,22.928746,other,3,4,fog,OSM
2930,6/14/2024 11:14,Berehove,Zakarpatska,2,45.105408,39.693383,hit_and_run,4,2,storm,Telegram
2931,8/4/2019 10:44,Uzhhorod,Zakarpatska,3,51.792725,25.403937,rollover,2,2,snow,Opendatabot
2932,4/5/2025 0:12,Zhmerynka,Vinnytska,3,49.878612,22.424878,hit_and_run,2,3,fog,OSM
2933,3/30/2022 11:49,Haisyn,Vinnytska,2,44.522269,34.786895,hit_and_run,5,3,snow,OSM
2934,10/15/2020 13:02,Vinnytsia,Vinnytska,1,45.445306,35.804718,pedestrian,1,4,fog,OSM
2935,3/28/2024 10:36,Zolochiv,Lvivska,2,51.323534,39.283009,pedestrian,3,2,clear,Opendatabot
2936,1/16/2021 17:12,Kamianske,Dniprovska,1,45.31492,27.163251,other,4,3,rain,Telegram
2937,5/31/2020 6:14,Obukhiv,Kyivska,3,50.949562,30.222298,collision,5,2,rain,Opendatabot
2938,7/12/2021 17:14,Novomoskovsk,Dniprovska,1,48.427579,36.069264,collision,2,1,clear,Opendatabot
2939,7/26/2020 14:10,Chornomorsk,Odeska,2,46.113889,22.551526,pedestrian,5,2,clear,OSM
2940,6/18/2021 19:36,Lviv,Lvivska,2,44.120022,22.779022,pedestrian,4,1,fog,OSM
2941,12/14/2023 0:52,Lozova,Kharkivska,1,47.813254,31.289284,other,0,1,snow,OSM
2942,3/1/2020 14:20,Lozova,Kharkivska,3,47.047923,25.776351,pedestrian,0,4,rain,Telegram
2943,5/2/2020 18:59,Brovary,Kyivska,3,48.516496,23.911968,pedestrian,2,1,snow,Telegram
2944,11/2/2023 13:07,Odesa,Odeska,3,47.167443,39.601543,pedestrian,1,4,clear,OSM
2945,9/18/2024 4:35,Chornomorsk,Odeska,3,47.525176,34.494596,other,2,1,clear,OSM
2946,5/9/2023 13:13,Brovary,Kyivska,3,47.134649,39.793784,other,0,3,rain,Telegram
2947,5/7/2019 14:40,Obukhiv,Kyivska,2,49.111041,30.116165,collision,3,4,rain,OSM
2948,2/5/2021 18:49,Brovary,Kyivska,2,47.681985,33.726502,collision,5,1,snow,OSM
2949,10/6/2020 7:22,Vinnytsia,Vinnytska,3,46.834537,35.429582,hit_and_run,3,4,fog,OSM
2950,11/13/2021 12:26,Kharkiv,Kharkivska,2,48.507814,26.4118,pedestrian,0,1,snow,Opendatabot
2951,10/11/2025 5:51,Lozova,Kharkivska,3,46.921509,25.063837,pedestrian,1,3,fog,OSM
2952,8/14/2023 1:56,Novomoskovsk,Dniprovska,1,46.674534,26.150839,collision,2,2,storm,Opendatabot
2953,10/28/2025 8:05,Sokal,Lvivska,2,46.936342,24.376416,pedestrian,4,1,rain,Opendatabot
2954,12/20/2020 12:09,Sokal,Lvivska,3,47.106759,28.000739,collision,3,3,storm,Telegram
2955,11/1/2024 11:41,Chornomorsk,Odeska,3,47.534677,32.275676,pedestrian,2,1,snow,OSM
2956,10/2/2020 23:03,Odesa,Odeska,2,46.500841,25.580804,other,1,1,rain,Opendatabot
2957,11/9/2024 16:49,Lviv,Lvivska,2,51.326757,30.459275,collision,5,2,fog,OSM
2958,5/4/2025 14:21,Lozova,Kharkivska,1,45.67709,33.950854,rollover,5,2,snow,OSM
2959,3/10/2019 4:12,Haisyn,Vinnytska,3,52.173406,34.539404,collision,0,3,rain,Telegram
2960,5/2/2025 20:18,Obukhiv,Kyivska,2,44.167571,32.172821,collision,4,4,fog,Telegram
2961,10/19/2024 6:29,Obukhiv,Kyivska,2,47.391581,22.613411,pedestrian,2,2,storm,OSM
2962,1/8/2025 8:27,Chornomorsk,Odeska,2,50.459831,35.421959,rollover,3,3,fog,Opendatabot
2963,8/7/2021 14:03,Sokal,Lvivska,3,44.51537,39.239617,hit_and_run,4,1,fog,OSM
2964,8/11/2023 7:47,Lozova,Kharkivska,3,44.85787,34.171451,hit_and_run,5,3,rain,OSM
2965,7/7/2021 9:22,Kamianske,Dniprovska,1,48.086226,28.327237,pedestrian,3,4,storm,Opendatabot
2966,10/14/2021 11:23,Novomoskovsk,Dniprovska,2,49.306937,28.175657,collision,5,2,clear,OSM
2967,6/10/2021 17:09,Novomoskovsk,Dniprovska,2,51.903913,29.045034,rollover,4,4,snow,OSM
2968,4/29/2019 2:22,Chornomorsk,Odeska,2,47.637407,27.544703,hit_and_run,4,4,storm,Telegram
2969,1/26/2022 4:20,Lozova,Kharkivska,3,52.000395,30.486648,pedestrian,2,3,storm,OSM
2970,1/6/2019 7:54,Uzhhorod,Zakarpatska,3,44.672386,29.565354,pedestrian,4,1,fog,OSM
2971,11/25/2019 23:35,Kamianske,Dniprovska,3,49.998146,26.465768,rollover,0,1,rain,Opendatabot
2972,2/6/2021 0:34,Vinnytsia,Vinnytska,3,49.288684,25.377999,other,0,4,rain,Opendatabot
2973,2/1/2023 22:52,Haisyn,Vinnytska,1,50.375396,30.055411,rollover,3,4,rain,Telegram
2974,12/31/2022 12:19,Novomoskovsk,Dniprovska,2,45.886223,37.376439,hit_and_run,4,4,fog,Telegram
2975,12/22/2025 1:52,Irpin,Kyivska,3,50.669353,39.386168,pedestrian,1,2,fog,Opendatabot
2976,10/26/2020 17:22,Zhmerynka,Vinnytska,2,51.453837,33.948203,collision,1,2,fog,Telegram
2977,10/18/2023 5:08,Kharkiv,Kharkivska,3,45.046946,34.629801,hit_and_run,4,3,snow,Opendatabot
2978,3/28/2021 14:14,Uzhhorod,Zakarpatska,3,50.256656,38.782096,other,3,3,fog,Telegram
2979,7/13/2024 23:42,Kamianske,Dniprovska,2,47.465601,27.491631,rollover,0,1,fog,Telegram
2980,8/7/2025 8:42,Brovary,Kyivska,3,45.327857,22.535197,hit_and_run,5,2,clear,Telegram
2981,5/25/2024 10:31,Lozova,Kharkivska,1,48.13396,37.583584,other,5,1,storm,OSM
2982,10/29/2020 22:35,Lozova,Kharkivska,1,45.119361,25.672487,rollover,1,4,storm,OSM
2983,6/9/2021 6:52,Sokal,Lvivska,1,51.393953,27.111313,other,5,4,rain,OSM
2984,12/30/2021 19:29,Lozova,Kharkivska,3,49.679044,38.997162,collision,2,2,fog,OSM
2985,7/24/2022 0:25,Sokal,Lvivska,2,45.110978,37.27669,pedestrian,5,1,fog,Opendatabot
2986,11/13/2024 6:36,Lozova,Kharkivska,1,48.31084,38.469375,rollover,5,1,rain,OSM
2987,12/31/2021 10:07,Bilhorod-Dnistrovskyi,Odeska,1,49.515501,32.961502,other,5,1,rain,Opendatabot
